date,firm,to_grade,from_grade,action,ticker,extraction_timestamp
2024-01-23 10:30:53,Cantor Fitzgerald,Overweight,,init,NVDA,2024-11-01 20:28:29
2024-01-19 15:46:56,Raymond James,Strong Buy,Strong Buy,main,NVDA,2024-11-01 20:28:29
2024-01-18 09:51:46,Tigress Financial,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2024-01-16 09:33:30,Keybanc,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2024-01-03 10:08:43,DA Davidson,Neutral,,init,NVDA,2024-11-01 20:28:29
2023-11-22 18:48:30,Oppenheimer,Outperform,Outperform,reit,NVDA,2024-11-01 20:28:29
2023-11-22 18:12:49,Stifel,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-11-22 17:19:53,Susquehanna,Positive,Positive,reit,NVDA,2024-11-01 20:28:29
2023-11-22 17:07:09,UBS,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-11-22 16:59:10,Edward Jones,Hold,Buy,down,NVDA,2024-11-01 20:28:29
2023-11-22 16:44:20,Mizuho,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-11-22 16:36:55,Benchmark,Buy,Buy,reit,NVDA,2024-11-01 20:28:29
2023-11-22 16:08:44,BMO Capital,Outperform,Outperform,main,NVDA,2024-11-01 20:28:29
2023-11-22 15:06:09,Wedbush,Outperform,Outperform,reit,NVDA,2024-11-01 20:28:29
2023-11-22 14:46:56,Wells Fargo,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-11-22 13:40:46,Morgan Stanley,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-11-22 12:16:18,Needham,Buy,Buy,reit,NVDA,2024-11-01 20:28:29
2023-11-17 19:33:58,Stifel,Buy,Buy,reit,NVDA,2024-11-01 20:28:29
2023-11-17 17:21:26,Piper Sandler,Overweight,Overweight,reit,NVDA,2024-11-01 20:28:29
2023-11-17 14:18:12,Wedbush,Outperform,Outperform,reit,NVDA,2024-11-01 20:28:29
2023-11-09 18:31:01,Bernstein,Outperform,Outperform,reit,NVDA,2024-11-01 20:28:29
2023-10-20 08:26:16,Keybanc,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-10-18 15:14:34,Morgan Stanley,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-10-18 11:54:23,Citigroup,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-10-03 09:41:03,Keybanc,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-10-02 14:03:14,Goldman Sachs,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-08-24 18:43:42,Truist Securities,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-08-24 16:52:14,Craig-Hallum,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-08-24 16:30:21,Argus Research,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-08-24 16:10:09,Jefferies,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-08-24 15:23:00,TD Cowen,Outperform,Outperform,main,NVDA,2024-11-01 20:28:29
2023-08-24 15:20:57,Susquehanna,Positive,Positive,main,NVDA,2024-11-01 20:28:29
2023-08-24 15:08:24,Wells Fargo,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-08-24 14:33:41,Baird,Outperform,Outperform,main,NVDA,2024-11-01 20:28:29
2023-08-24 13:58:56,UBS,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-08-24 13:25:40,Wedbush,Outperform,Outperform,main,NVDA,2024-11-01 20:28:29
2023-08-24 12:45:41,Benchmark,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-08-24 12:21:22,BMO Capital,Outperform,Outperform,main,NVDA,2024-11-01 20:28:29
2023-08-24 12:19:52,Morgan Stanley,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-08-24 12:18:50,B of A Securities,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-08-24 11:59:22,Wolfe Research,Outperform,Outperform,main,NVDA,2024-11-01 20:28:29
2023-08-24 11:57:53,Piper Sandler,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-08-24 11:56:53,Mizuho,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-08-24 11:52:16,JP Morgan,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-08-24 11:50:04,Citigroup,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-08-24 11:48:17,Oppenheimer,Outperform,Outperform,main,NVDA,2024-11-01 20:28:29
2023-08-24 11:38:18,Raymond James,Strong Buy,Strong Buy,main,NVDA,2024-11-01 20:28:29
2023-08-24 11:18:31,Barclays,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-08-24 11:15:47,Rosenblatt,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-08-24 11:10:13,Deutsche Bank,Hold,Hold,main,NVDA,2024-11-01 20:28:29
2023-08-24 10:26:25,WestPark Capital,Buy,Hold,up,NVDA,2024-11-01 20:28:29
2023-08-24 09:36:43,Stifel,Buy,Hold,up,NVDA,2024-11-01 20:28:29
2023-08-24 09:35:17,Exane BNP Paribas,Outperform,Neutral,up,NVDA,2024-11-01 20:28:29
2023-08-24 08:33:49,Keybanc,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-08-21 17:07:15,BMO Capital,Outperform,Outperform,main,NVDA,2024-11-01 20:28:29
2023-08-21 10:17:56,HSBC,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-08-21 08:15:43,Keybanc,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-08-18 12:58:54,Wedbush,Outperform,Outperform,reit,NVDA,2024-11-01 20:28:29
2023-08-17 11:19:33,Rosenblatt,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-08-17 10:50:21,Oppenheimer,Outperform,Outperform,main,NVDA,2024-11-01 20:28:29
2023-08-16 11:14:51,Raymond James,Strong Buy,Strong Buy,main,NVDA,2024-11-01 20:28:29
2023-08-16 10:39:56,Piper Sandler,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-08-15 12:47:52,Baird,Outperform,Outperform,main,NVDA,2024-11-01 20:28:29
2023-08-15 12:38:18,Wells Fargo,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-08-15 11:01:02,UBS,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-07-24 10:48:23,Mizuho,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-07-20 13:46:41,Susquehanna,Positive,Positive,main,NVDA,2024-11-01 20:28:29
2023-07-20 10:17:50,Barclays,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-07-20 08:58:38,Wolfe Research,Outperform,,init,NVDA,2024-11-01 20:28:29
2023-07-14 14:00:19,Truist Securities,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-07-11 08:21:06,Keybanc,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-07-10 13:44:19,Goldman Sachs,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-07-07 15:20:15,Tigress Financial,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-06-30 08:42:18,Daiwa Capital,Outperform,Neutral,up,NVDA,2024-11-01 20:28:29
2023-06-29 11:32:38,Rosenblatt,Buy,Buy,reit,NVDA,2024-11-01 20:28:29
2023-06-22 14:20:59,Mizuho,Buy,Buy,reit,NVDA,2024-11-01 20:28:29
2023-06-16 11:06:35,Morgan Stanley,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-05-31 10:51:53,B of A Securities,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-05-26 12:12:39,Goldman Sachs,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-05-25 13:31:30,Deutsche Bank,Hold,Hold,main,NVDA,2024-11-01 20:28:29
2023-05-25 13:13:35,Piper Sandler,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-05-25 13:12:52,UBS,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-05-25 13:11:49,BMO Capital,Outperform,Outperform,main,NVDA,2024-11-01 20:28:29
2023-05-25 12:40:19,Stifel,Hold,Hold,main,NVDA,2024-11-01 20:28:29
2023-05-25 12:39:34,B of A Securities,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-05-25 12:06:43,Baird,Outperform,Neutral,up,NVDA,2024-11-01 20:28:29
2023-05-25 12:04:53,Jefferies,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-05-25 12:04:36,Craig-Hallum,Buy,Hold,up,NVDA,2024-11-01 20:28:29
2023-05-25 12:03:26,Evercore ISI Group,Outperform,Outperform,main,NVDA,2024-11-01 20:28:29
2023-05-25 11:57:55,Morgan Stanley,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-05-25 11:47:47,Wedbush,Outperform,Neutral,up,NVDA,2024-11-01 20:28:29
2023-05-25 11:34:59,Rosenblatt,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-05-25 11:27:55,TD Cowen,Outperform,Outperform,main,NVDA,2024-11-01 20:28:29
2023-05-25 11:26:59,Truist Securities,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-05-25 11:25:42,Mizuho,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-05-25 11:11:34,Raymond James,Strong Buy,Strong Buy,main,NVDA,2024-11-01 20:28:29
2023-05-25 11:07:01,JP Morgan,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-05-25 11:04:04,Wells Fargo,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-05-25 11:01:25,Susquehanna,Positive,Positive,main,NVDA,2024-11-01 20:28:29
2023-05-25 10:52:43,Oppenheimer,Outperform,Outperform,main,NVDA,2024-11-01 20:28:29
2023-05-25 10:50:09,Needham,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-05-25 10:31:44,Citigroup,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-05-25 10:15:36,Goldman Sachs,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-05-25 09:57:50,Barclays,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-05-25 09:13:09,Bernstein,Outperform,Outperform,main,NVDA,2024-11-01 20:28:29
2023-05-25 08:10:24,Keybanc,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-05-24 11:21:36,Citigroup,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-05-23 10:54:45,Stifel,Hold,Hold,main,NVDA,2024-11-01 20:28:29
2023-05-22 11:54:56,Wedbush,Neutral,Neutral,main,NVDA,2024-11-01 20:28:29
2023-05-22 08:06:19,Keybanc,Overweight,Overweight,main,NVDA,2024-11-01 20:28:29
2023-05-18 20:50:46,Susquehanna,Positive,Positive,main,NVDA,2024-11-01 20:28:29
2023-05-18 10:28:09,Oppenheimer,Outperform,Outperform,main,NVDA,2024-11-01 20:28:29
2023-05-11 11:07:46,Rosenblatt,Buy,Buy,reit,NVDA,2024-11-01 20:28:29
2023-05-10 13:21:00,Truist Securities,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2023-04-25 12:16:38,Erste Group,Buy,Hold,up,NVDA,2024-11-01 20:28:29
2023-04-24 10:22:49,Evercore ISI Group,Outperform,,reit,NVDA,2024-11-01 20:28:29
2023-04-19 10:53:52,B of A Securities,Buy,,main,NVDA,2024-11-01 20:28:29
2023-04-18 08:53:55,HSBC,Buy,Reduce,up,NVDA,2024-11-01 20:28:29
2023-04-11 10:52:47,Piper Sandler,Overweight,,main,NVDA,2024-11-01 20:28:29
2023-04-11 10:25:20,Evercore ISI Group,Outperform,,main,NVDA,2024-11-01 20:28:29
2023-04-11 08:46:20,Keybanc,Overweight,,main,NVDA,2024-11-01 20:28:29
2023-03-31 10:03:33,Tigress Financial,Buy,,reit,NVDA,2024-11-01 20:28:29
2023-03-30 20:54:49,Susquehanna,Positive,Positive,main,NVDA,2024-11-01 20:28:29
2023-03-29 10:54:30,Piper Sandler,Overweight,,main,NVDA,2024-11-01 20:28:29
2023-03-28 10:58:28,Bernstein,Outperform,,main,NVDA,2024-11-01 20:28:29
